time,width,entropy
0.0,5.656462673438855,0.5136058750188085
0.5,5.670685604834923,0.5139598060900783
1.0,5.843639070517032,0.5178871257731398
1.5,9.059637693840871,0.5505225615882454
2.0,6.111384293820409,0.5224947774494039
2.5,5.963346206712075,0.5194968916905358
3.0,6.048305043841768,0.5205067882264338
3.5,6.48542740729769,0.5284354767371845
4.0,8.560694505894196,0.5513869551999043
4.5,9.362196631379703,0.5545841743452106
5.0,7.437653461174254,0.5416149951817578
5.5,7.078748315428268,0.5367608861130182
6.0,7.407671880860146,0.5415808786252788
6.5,8.651486389230994,0.5547980910494742
7.0,10.777108962601421,0.5549676056771686
7.5,10.337656569972024,0.5620002944811869
8.0,9.269966447214403,0.561212616618041
8.5,9.14614261703407,0.5603478082538998
9.0,9.816100116201385,0.5658893086834945
9.5,11.151551517806393,0.5661881096252662
10.0,12.146883195125444,0.5574462425784427
10.5,12.00546921821528,0.5718361809447411
11.0,11.834752226939166,0.578721021104428
11.5,12.06531589086646,0.5798680434666611
12.0,12.556049845480635,0.5762064941367218
12.5,13.147163263755933,0.56553081978996
13.0,13.752167285046434,0.566118903072152
13.5,14.397844745119551,0.5789716564863151
14.0,14.93243166685318,0.58431485273294
14.5,15.05859524472509,0.5819132654757062
15.0,14.769868513626829,0.5721667144630095
15.5,14.789703563997543,0.5628828009907506
16.0,15.785544739271295,0.5674794460962876
16.5,17.14728780206437,0.5713203090623246
17.0,17.758567680126266,0.5696931453968012
17.5,17.243153017721163,0.5669725547649255
18.0,16.198623430103904,0.5605623839037543
18.5,16.299181128991275,0.5569711087550226
19.0,17.86059305239761,0.555179028574661
19.5,19.440284444310635,0.5488204760834283
20.0,19.571989993412643,0.5450117292734998
20.5,18.02087709389696,0.5441959553158279
21.0,17.17220138473506,0.5516558598121074
21.5,16.553150052464066,0.5370829430602527
22.0,19.47188183202996,0.5294683238614021
22.5,20.78780912476608,0.5262665426823678
23.0,20.186518836761824,0.522373290781632
23.5,16.127837792902564,0.5107104134156641
24.0,19.553064881989247,0.5435718797550679
24.5,15.75272999447641,0.49831945983561665
25.0,20.565917414805,0.5126566714474968
25.5,16.191920750018937,0.49978340967247714
26.0,19.24512922276573,0.5417184565317934
26.5,15.817495064481873,0.5101782571986168
27.0,20.09629046354178,0.5222901654140063
27.5,20.793686532749735,0.5263159533102838
28.0,19.578944735698098,0.5294893855784276
28.5,16.623367356795214,0.5366491805147865
29.0,17.251612155695945,0.5529451616043426
29.5,17.904606107565826,0.5443798355314163
30.0,19.52547244405722,0.5451811700407163
30.5,19.46464077955768,0.5489091603742864
31.0,17.945331612348156,0.5552564927582792
31.5,16.32099063027433,0.5568310968472403
32.0,16.160549864920092,0.5601387541361884
32.5,17.175090283254193,0.5668124626433427
33.0,17.736338321384373,0.5696030617761669
33.5,17.175146620638262,0.5713023691295315
34.0,15.83370581381576,0.5677274333597593
34.5,14.799579148530375,0.5626266960080855
35.0,14.73674738335837,0.5715926177879683
35.5,15.024751995924245,0.5817140619855682
36.0,14.919210959119694,0.5844023967022104
36.5,14.402581979382155,0.5794349343589774
37.0,13.764689934860835,0.5667633426120233
37.5,13.15988829397463,0.5652755114180813
38.0,12.558985802173407,0.5759820481642176
38.5,12.054087972094456,0.5799590858949559
39.0,11.807702976556111,0.5789425063858996
39.5,11.968217340997647,0.5725285603385227
40.0,12.147307029064152,0.5579694677455237
40.5,11.20149070129494,0.5656227279588365
41.0,9.842161974269342,0.5658093227067432
41.5,9.135648028981244,0.5600989989598464
42.0,9.220535923865933,0.5608722084007509
42.5,10.252802136482389,0.5622148151193982
43.0,10.826726102732046,0.5539733402888322
43.5,8.72321959198119,0.5553624667541703
44.0,7.423536607687265,0.5418388927101702
44.5,7.064604702809958,0.5364589529014608
45.0,7.380836027195295,0.5409004629464854
45.5,9.204529970526941,0.5544742492597693
46.0,8.722586246818384,0.5521822782577013
46.5,6.513407676158573,0.5288478098783903
47.0,6.050006717315277,0.5205881305666836
47.5,5.956266188734749,0.5193253961852636
48.0,6.081854736981684,0.5220077711866552
48.5,8.583110731788354,0.5498434949483618
49.0,5.860768974869902,0.5182119797471997
49.5,5.670858774660846,0.5139709182277966
50.0,5.656462673438847,0.5136058750188083
